,Country,Region,Happiness Rank_2015,Happiness Score_2015,GDP Per Capita_2015,Family_2015,Health (Life Expectancy)_2015,Freedom_2015,Trust (Government Corruption)_2015,Generosity_2015,Dystopia Residual_2015,Happiness Rank_2016,Happiness Score_2016,GDP Per Capita_2016,Family_2016,Health (Life Expectancy)_2016,Freedom_2016,Trust (Government Corruption)_2016,Generosity_2016,Dystopia Residual_2016,Happiness Rank_2017,Happiness Score_2017,GDP Per Capita_2017,Family_2017,Health (Life Expectancy)_2017,Freedom_2017,Trust (Government Corruption)_2017,Generosity_2017,Dystopia Residual_2017,Happiness Rank_2018,Happiness Score_2018,GDP Per Capita_2018,Family_2018,Health (Life Expectancy)_2018,Freedom_2018,Trust (Government Corruption)_2018,Generosity_2018,Dystopia Residual_2018,Happiness Rank_2019,Happiness Score_2019,GDP Per Capita_2019,Family_2019,Health (Life Expectancy)_2019,Freedom_2019,Trust (Government Corruption)_2019,Generosity_2019,Dystopia Residual_2019
47,Peru,Latin America and Caribbean,58,5.824,0.9001899999999999,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,64,5.742999999999999,0.99602,0.81255,0.6299399999999999,0.3750199999999999,0.05292,0.14527,2.73117,63,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766171,0.4500028789043429,0.0470490865409374,0.126819714903831,2.20726943016052,65,5.662999999999999,0.934,1.0019701282628366,0.674,0.53,0.034,0.092,2.510979810053507,65,5.697,0.96,1.0019701282628366,0.8540000000000001,0.455,0.027,0.083,2.510979810053507
48,Belarus,Central and Eastern Europe,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.1104599999999999,2.1309,61,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942,2.3858200000000003,67,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,1.72323298454285,73,5.483,1.039,1.2425884053929632,0.7,0.307,0.154,0.1009999999999999,2.07998432818095,81,5.323,1.067,1.2425884053929632,0.789,0.235,0.142,0.094,2.07998432818095
49,Poland,Central and Eastern Europe,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,1.7977228164672898,42,6.122999999999999,1.176,1.2573473234430932,0.7809999999999999,0.546,0.064,0.108,1.954574272155763,40,6.182,1.206,1.2573473234430932,0.884,0.483,0.05,0.1169999999999999,1.954574272155763
50,Croatia,Central and Eastern Europe,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.0544399999999999,2.75414,74,5.488,1.18649,0.6080899999999999,0.70524,0.2390699999999999,0.04002,0.18434,2.52462,77,5.2930002212524405,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,1.85449242591858,82,5.321000000000001,1.115,0.79077100247701,0.737,0.38,0.039,0.12,2.3777508086395267,75,5.432,1.155,0.79077100247701,0.914,0.296,0.022,0.119,2.3777508086395267
51,Libya,Middle East and Northern Africa,63,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,2.09066,67,5.615,1.0668799999999998,0.95076,0.52304,0.4067199999999999,0.10339,0.17087,2.39374,68,5.525000095367429,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.0926102101802826,0.1520736664533619,1.8350112438201895,70,5.566,0.985,1.1423147767003368,0.5529999999999999,0.496,0.148,0.1159999999999999,2.10647041460673,72,5.525,1.044,1.1423147767003368,0.6729999999999999,0.416,0.152,0.133,2.10647041460673
52,Russia,Central and Eastern Europe,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.27394,56,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,49,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2.20560741424561,59,5.81,1.151,1.25268746289571,0.599,0.3989999999999999,0.025,0.065,2.3568991380818702,68,5.648,1.183,1.25268746289571,0.726,0.3339999999999999,0.031,0.0819999999999999,2.3568991380818702
53,Algeria,Middle East and Northern Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.1738299999999999,0.07822,2.43209,38,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,3.40904,53,5.872000217437741,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.146096110343933,0.0694366469979286,2.5676038265228303,84,5.295,0.979,1.0190091551335667,0.687,0.077,0.135,0.055,2.80291127550761,88,5.211,1.002,1.0190091551335667,0.785,0.086,0.114,0.073,2.80291127550761
54,Kosovo,Central and Eastern Europe,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2.76579,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,78,5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2.01054072380066,66,5.662000000000001,0.855,0.87015116774241,0.578,0.4479999999999999,0.023,0.2739999999999999,2.5287702412668867,46,6.1,0.882,0.87015116774241,0.758,0.489,0.006,0.262,2.5287702412668867
55,Turkmenistan,Central and Eastern Europe,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.86984,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.2256699999999999,2.21489,59,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.2592703402042389,0.2499249875545499,1.83290982246399,68,5.636,1.016,1.2526663871129367,0.517,0.417,0.037,0.1989999999999999,1.972546607487997,87,5.247000000000001,1.052,1.2526663871129367,0.657,0.3939999999999999,0.0279999999999999,0.244,1.972546607487997
56,Estonia,Central and Eastern Europe,73,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,72,5.517,1.27964,1.0516299999999998,0.68098,0.41511,0.18519,0.08423,1.81985,66,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,1.35750865936279,63,5.739,1.2,1.2520703665542599,0.737,0.5529999999999999,0.174,0.086,1.5883928864542634,55,5.893,1.237,1.2520703665542599,0.8740000000000001,0.495,0.161,0.103,1.5883928864542634
57,Indonesia,Southeastern Asia,74,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,1.86399,79,5.314,0.95104,0.87625,0.4937399999999999,0.39237,0.00322,0.56521,2.03171,81,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,1.42947697639465,96,5.093,0.899,1.0792582330958034,0.522,0.5379999999999999,0.018,0.484,1.7750589921315498,92,5.192,0.931,1.0792582330958034,0.66,0.491,0.0279999999999999,0.498,1.7750589921315498
58,Vietnam,Southeastern Asia,75,5.36,0.63216,0.91226,0.7467600000000001,0.59444,0.1044099999999999,0.1686,2.20173,96,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,1.9418,94,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.2349680513143539,1.46231865882874,95,5.103,0.715,0.9936404437001535,0.7020000000000001,0.618,0.079,0.177,1.86861621960958,94,5.175,0.741,0.9936404437001535,0.851,0.5429999999999999,0.073,0.147,1.86861621960958
59,Turkey,Middle East and Northern Africa,76,5.332000000000001,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,78,5.388999999999999,1.1649200000000002,0.8771700000000001,0.64718,0.23889,0.1234799999999999,0.04707,2.29074,69,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,1.87927794456482,74,5.483,1.148,1.05374772556305,0.6859999999999999,0.324,0.109,0.106,2.0850993148549404,79,5.372999999999999,1.183,1.05374772556305,0.8079999999999999,0.195,0.106,0.083,2.0850993148549404
60,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.47428,1.15115,0.65088,0.43477,0.0423199999999999,0.3003,2.2327,85,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.0476199999999999,0.38432,2.28136,98,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,1.53672313690186,92,5.131,0.53,1.1665761970647166,0.594,0.54,0.035,0.281,2.0169277123006197,86,5.261,0.551,1.1665761970647166,0.723,0.508,0.023,0.3,2.0169277123006197
61,Bhutan,Southern Asia,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,84,5.196000000000001,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,97,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.173380389809608,0.474054545164108,1.14018440246582,97,5.082,0.7959999999999999,1.1174788381449368,0.527,0.541,0.171,0.364,1.5357614674886066,95,5.082,0.813,1.1174788381449368,0.604,0.457,0.1669999999999999,0.37,1.5357614674886066
62,Azerbaijan,Central and Eastern Europe,80,5.212000000000001,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,2.00073,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,85,5.234000205993651,1.1536017656326298,1.15240025520325,0.5407757759094239,0.398155838251114,0.180987507104874,0.0452693402767181,1.7624816894531203,87,5.2010000000000005,1.024,0.9502500850677501,0.603,0.43,0.176,0.031,2.0122372298177065,90,5.207999999999999,1.043,0.9502500850677501,0.769,0.351,0.182,0.035,2.0122372298177065
63,Pakistan,Southern Asia,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.1070900000000004,92,5.132000000000001,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,80,5.26900005340576,0.7268835306167599,0.6726906895637509,0.4020477831363679,0.23521526157856,0.124348066747189,0.315446019172668,2.7924892902374303,75,5.472,0.652,0.449383563187917,0.424,0.3339999999999999,0.113,0.216,3.0274797634124773,67,5.653,0.677,0.449383563187917,0.535,0.313,0.098,0.22,3.0274797634124773
64,Jordan,Middle East and Northern Africa,82,5.192,0.90198,1.05392,0.69639,0.4066099999999999,0.14293,0.1105299999999999,1.87996,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,74,5.33599996566772,0.9910123944282528,1.23908889293671,0.6045900583267211,0.418421149253845,0.11980327218771,0.1721704602241519,1.79117655754089,90,5.1610000000000005,0.8220000000000001,1.0517229643122368,0.645,0.4679999999999999,0.134,0.13,1.95751885251363,101,4.906000000000001,0.8370000000000001,1.0517229643122368,0.815,0.3829999999999999,0.13,0.11,1.95751885251363
65,Montenegro,Central and Eastern Europe,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017,88,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.1719099999999999,2.25531,83,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,1.72919154167175,81,5.347,1.017,0.9618921660741165,0.7290000000000001,0.259,0.081,0.111,2.028223847223917,73,5.523,1.051,0.9618921660741165,0.871,0.1969999999999999,0.08,0.142,2.028223847223917
66,China,Eastern Asia,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,83,5.245,1.0278,0.79381,0.73561,0.4401199999999999,0.02745,0.0495899999999999,2.17087,79,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.4727877080440519,0.0227942746132612,0.0288068410009146,1.76493859291077,86,5.246,0.989,0.9671324706268299,0.799,0.597,0.103,0.0289999999999999,1.9320695309702567,93,5.191,1.029,0.9671324706268299,0.893,0.521,0.1,0.0579999999999999,1.9320695309702567
67,Zambia,Sub-Saharan Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.1786599999999999,2.58991,116,4.513999938964839,0.6364067792892459,1.00318729877472,0.2578358948230739,0.461603492498398,0.0782135501503944,0.249580144882202,1.82670545578003,125,4.377,0.562,0.8523024329249066,0.295,0.503,0.0819999999999999,0.221,2.3503051519266767,138,4.107,0.578,0.8523024329249066,0.426,0.431,0.087,0.247,2.3503051519266767
68,Serbia,Central and Eastern Europe,87,5.122999999999999,0.92053,1.00964,0.74836,0.20107,0.02617,0.1923099999999999,2.025,86,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.2073699999999999,2.27539,73,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.208715528249741,0.0409037806093693,0.2201258838176729,1.94708442687988,78,5.398,0.975,1.027039932467143,0.685,0.288,0.043,0.134,2.0824914756266266,70,5.603,1.004,1.027039932467143,0.8540000000000001,0.282,0.039,0.1369999999999999,2.0824914756266266
69,Portugal,Western Europe,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,94,5.122999999999999,1.27607,0.94367,0.7936300000000001,0.44727,0.01521,0.1169099999999999,1.53015,89,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,1.10768270492554,77,5.41,1.188,1.1500210061136869,0.884,0.562,0.017,0.055,1.3008175683085133,66,5.693,1.221,1.1500210061136869,0.999,0.508,0.025,0.047,1.3008175683085133
70,Latvia,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.1822599999999999,1.62215,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,54,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.3257079124450679,0.0738427266478539,0.153074786067009,1.9936552047729497,53,5.933,1.148,1.1501949806594833,0.6709999999999999,0.363,0.066,0.092,1.94146506825765,53,5.94,1.187,1.1501949806594833,0.812,0.264,0.064,0.075,1.94146506825765
71,Philippines,Southeastern Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536,82,5.279,0.81217,0.87877,0.47036,0.5485399999999999,0.11757,0.21674,2.23484,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,1.9726047515869096,71,5.524,0.775,1.0559491916275034,0.513,0.643,0.105,0.12,1.9870149171956364,69,5.631,0.807,1.0559491916275034,0.657,0.5579999999999999,0.107,0.1169999999999999,1.9870149171956364
72,Morocco,Middle East and Northern Africa,92,5.013,0.7347899999999999,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373,90,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.2564599999999999,0.08404,0.04053,2.94891,84,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2.45618939399719,85,5.254,0.779,0.6005881450653076,0.669,0.46,0.074,0.026,2.6196097979990633,89,5.207999999999999,0.8009999999999999,0.6005881450653076,0.782,0.418,0.076,0.036,2.6196097979990633
73,Albania,Central and Eastern Europe,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733,0.0641299999999999,0.14272,1.89894,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,109,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.0398642159998417,0.201312944293022,1.49044156074524,112,4.586,0.916,0.7032184159660341,0.79,0.419,0.032,0.149,1.7725138535817466,107,4.718999999999999,0.947,0.7032184159660341,0.8740000000000001,0.3829999999999999,0.027,0.178,1.7725138535817466
74,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.8322299999999999,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367,87,5.162999999999999,0.93383,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2.48406,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,1.89217257499695,93,5.129,0.915,0.8773886458333333,0.758,0.28,0.0,0.216,2.1466341916656497,78,5.386,0.945,0.8773886458333333,0.845,0.212,0.006,0.263,2.1466341916656497
75,Dominican Republic,Latin America and Caribbean,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,89,5.155,1.02787,0.99496,0.5766899999999999,0.52259,0.12372,0.21286,1.69626,86,5.230000019073491,1.07937383651733,1.4024167060852095,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,1.3194651603698702,83,5.3020000000000005,0.982,1.1897989020284032,0.614,0.578,0.106,0.12,1.40959172012329,77,5.425,1.015,1.1897989020284032,0.779,0.497,0.1009999999999999,0.113,1.40959172012329
76,Greece,Western Europe,102,4.857,1.15406,0.92933,0.88213,0.07699,0.0139699999999999,0.0,1.8010099999999998,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,87,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.04328977689147,0.0,1.74922156333923,79,5.358,1.154,0.9744915242385866,0.879,0.131,0.044,0.0,1.8932238544464102,82,5.287000000000001,1.181,0.9744915242385866,0.999,0.067,0.034,0.0,1.8932238544464102
77,Honduras,Latin America and Caribbean,105,4.788,0.59532,0.95348,0.6951,0.40148,0.06825,0.2302699999999999,1.84408,104,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2.29551,91,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2.0658111572265603,72,5.504,0.62,0.9511283262379967,0.622,0.4589999999999999,0.074,0.1969999999999999,2.0684670524088538,59,5.86,0.642,0.9511283262379967,0.828,0.507,0.078,0.246,2.0684670524088538
78,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,100,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509,0.25998,2.39106,96,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.4715667068958279,0.146377146244049,0.248997643589973,1.8490493297576895,88,5.199,0.474,0.9610377583185833,0.598,0.292,0.034,0.187,2.11803310991923,74,5.4670000000000005,0.493,0.9610377583185833,0.718,0.389,0.144,0.23,2.11803310991923
79,Tunisia,Middle East and Northern Africa,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,102,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,1.8902511596679696,111,4.592,0.9,0.6347638198343915,0.69,0.271,0.063,0.04,2.2330137198893234,124,4.461,0.921,0.6347638198343915,0.815,0.1669999999999999,0.055,0.059,2.2330137198893234
80,Palestinian Territories,Middle East and Northern Africa,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.1125099999999999,2.0438400000000003,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,1.8788902759552,104,4.743,0.642,0.9325057195409133,0.602,0.266,0.076,0.086,2.108790091985067,110,4.696000000000001,0.657,0.9325057195409133,0.672,0.225,0.066,0.103,2.108790091985067
81,Bangladesh,Southern Asia,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,2.51767,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,110,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.123717859387398,0.172255352139473,1.9787361621856696,115,4.5,0.532,0.4712272468566893,0.579,0.58,0.144,0.153,2.36848205406189,125,4.456,0.562,0.4712272468566893,0.723,0.527,0.143,0.166,2.36848205406189
82,Iran,Middle East and Northern Africa,110,4.686,1.0088,0.54447,0.69805,0.30033,0.0586299999999999,0.38086,1.6944,105,4.813,1.11758,0.3885699999999999,0.64232,0.22544,0.0557,0.38538,1.99817,108,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.2493226081132889,0.048761073499918,0.387242913246155,1.49873495101929,106,4.707,1.0590000000000002,0.548197083009084,0.691,0.4589999999999999,0.129,0.282,1.7304349836730966,117,4.548,1.1,0.548197083009084,0.785,0.305,0.125,0.27,1.7304349836730966
83,Ukraine,Central and Eastern Europe,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,132,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.0230294708162546,0.270061463117599,0.8143823146820072,138,4.103,0.7929999999999999,1.2038158560307834,0.609,0.163,0.011,0.187,1.295480771560669,133,4.332,0.82,1.2038158560307834,0.7390000000000001,0.178,0.01,0.187,1.295480771560669
84,Iraq,Middle East and Northern Africa,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922,1.95335,112,4.575,1.07474,0.59205,0.51076,0.24856,0.1363599999999999,0.19589,1.81657,117,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.1072157546877859,0.19963726401329,1.31890726089478,117,4.456,1.01,0.7965177326011657,0.536,0.304,0.095,0.148,1.6962757536315933,126,4.437,1.043,0.7965177326011657,0.574,0.241,0.089,0.148,1.6962757536315933
85,South Africa,Sub-Saharan Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.1197299999999999,1.7195599999999998,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,101,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.0725094974040985,0.1393623799085619,1.51090860366821,105,4.724,0.94,1.1766662107976267,0.33,0.516,0.0559999999999999,0.103,1.6242462012227366,106,4.722,0.96,1.1766662107976267,0.469,0.389,0.055,0.13,1.6242462012227366
86,Ghana,Sub-Saharan Africa,114,4.633,0.5455800000000001,0.6795399999999999,0.4013199999999999,0.4234199999999999,0.04355,0.23087,2.30919,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,131,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.0253363698720932,0.256923943758011,1.57786750793457,108,4.657,0.5920000000000001,0.6822449122492474,0.337,0.499,0.0289999999999999,0.212,2.02908583597819,98,4.996,0.611,0.6822449122492474,0.486,0.381,0.04,0.245,2.02908583597819
87,Zimbabwe,Sub-Saharan Africa,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,131,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,138,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.0953753814101219,0.189143493771553,1.59797024726868,144,3.692,0.357,0.9435453027216599,0.248,0.406,0.099,0.132,2.1608600824228934,146,3.663,0.366,0.9435453027216599,0.433,0.361,0.089,0.151,2.1608600824228934
88,Liberia,Sub-Saharan Africa,116,4.571000000000001,0.0712,0.78968,0.34201,0.28531,0.06232,0.2436199999999999,2.7772900000000003,150,3.622,0.1070599999999999,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,148,3.532999992370609,0.1190417930483819,0.8721179366111759,0.229918196797371,0.3328811824321749,0.0389482490718365,0.26654988527298,1.6732859611511202,149,3.495,0.076,0.721775978870392,0.267,0.419,0.03,0.206,2.2278053203837067,141,3.975,0.073,0.721775978870392,0.4429999999999999,0.37,0.033,0.233,2.2278053203837067
89,India,Southern Asia,117,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492,0.26475,2.27513,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,122,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.0922268852591515,0.231538489460945,1.5191171169281,133,4.19,0.721,0.47619419891357434,0.485,0.539,0.093,0.172,1.9915223723093665,140,4.015,0.755,0.47619419891357434,0.588,0.498,0.085,0.2,1.9915223723093665
90,Haiti,Latin America and Caribbean,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,136,4.0280000000000005,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,145,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.0998721495270729,0.4892037808895109,1.69716763496399,148,3.582,0.315,0.5596932739830017,0.289,0.025,0.104,0.392,2.1033525449879966,147,3.597,0.3229999999999999,0.5596932739830017,0.449,0.026,0.11,0.419,2.1033525449879966
91,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.7492400000000004,126,4.280000209808351,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,2.22495865821838,132,4.245,0.069,1.0123278188578302,0.204,0.312,0.052,0.1969999999999999,2.6137728860727933,127,4.418,0.094,1.0123278188578302,0.357,0.2689999999999999,0.053,0.212,2.6137728860727933
92,Nepal,Southern Asia,121,4.513999999999999,0.3599699999999999,0.86449,0.5687399999999999,0.38282,0.05907,0.3229599999999999,1.95637,107,4.793,0.44626,0.69699,0.50073,0.37012,0.0700799999999999,0.3816,2.32694,99,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.0729755461215973,0.394096165895462,1.8912410736084,101,4.88,0.425,0.9135877537663767,0.539,0.526,0.078,0.302,2.0581836912028,100,4.913,0.446,0.9135877537663767,0.677,0.439,0.089,0.285,2.0581836912028
93,Ethiopia,Sub-Saharan Africa,122,4.512,0.1907299999999999,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,119,4.46000003814697,0.339233845472336,0.8646692037582401,0.3534097075462339,0.408842742443085,0.1654557138681409,0.3126507401466369,2.01574373245239,127,4.35,0.308,0.6160164012527467,0.391,0.452,0.146,0.22,2.3735479108174635,134,4.2860000000000005,0.336,0.6160164012527467,0.532,0.344,0.1,0.209,2.3735479108174635
94,Sierra Leone,Sub-Saharan Africa,123,4.507,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,106,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,2.66845989227295,113,4.571000000000001,0.256,0.8559486816596983,0.0,0.355,0.053,0.238,2.73085663075765,129,4.374,0.268,0.8559486816596983,0.242,0.309,0.045,0.252,2.73085663075765
95,Mauritania,Sub-Saharan Africa,124,4.436,0.45407,0.86908,0.35874,0.2423199999999999,0.17461,0.2189999999999999,2.11773,130,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639,0.1268,0.17955,0.2268599999999999,1.9263,123,4.29199981689453,0.6484572887420649,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,1.65163731575012,126,4.356,0.557,0.9941769434611,0.292,0.129,0.093,0.134,1.8985557719167065,122,4.49,0.57,0.9941769434611,0.489,0.066,0.088,0.106,1.8985557719167065
